Severity,Start_Lat,Start_Lng,Distance(mi),Timezone,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Clearance_Class,Weather_Simplified,State_Other,Road_Type,Population,County_Other,Month
2,36.061105,-96.004088,0.07,Central,44.0,55.0,29.42,10.0,S,13.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,Very Long,Cloudy,OK,Avenue,413143,Tulsa,Dec
4,40.78197,-73.97165,0.534,Eastern,54.0,43.0,29.69,10.0,SW,10.0,0.0,True,False,True,False,False,False,True,True,False,False,True,Day,Very Long,Fair,NY,Road,8805594,New York,Feb
2,46.795443,-113.751631,1.131,Mountain,30.0,85.0,26.94,7.0,VAR,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,MT,Highway,117928,Missoula,Dec
2,40.446025,-96.741958,2.004,Central,78.0,62.0,28.51,10.0,SSE,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,NE,Highway,21702,Other,Jul
2,39.09606,-84.522339,0.601,Eastern,36.0,82.0,29.67,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,OH,Highway,309561,Hamilton,Nov
2,30.541956,-84.21217299999998,0.218,Eastern,60.0,90.0,30.03,10.0,NW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,FL,Way,196181,Leon,Mar
2,46.72906500000001,-114.079175,0.286,Mountain,23.0,58.0,27.25,10.0,ESE,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,MT,Highway,117928,Missoula,Nov
4,45.55981,-122.17327,6.625,Pacific,69.0,63.0,30.01,10.0,VAR,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,OR,Highway,815398,Multnomah,Jun
2,36.082031,-95.962877,0.053,Central,60.0,47.0,29.27,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Night,Very Long,Fair,OK,Street,413143,Tulsa,Oct
2,28.613065,-81.417424,0.073,Eastern,63.0,93.0,29.98,7.0,NNW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Rain,FL,Street,307785,Orange,Dec
2,36.084014,-95.940107,0.1,Central,48.0,83.0,29.09,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,OK,Avenue,413143,Tulsa,Dec
4,45.637746,-108.7664,0.134,Mountain,53.0,96.0,26.37,5.0,W,3.0,0.02,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Rain,MT,Highway,7222,Yellowstone,Sep
2,40.649705,-74.222443,0.359,Eastern,54.0,51.0,30.24,10.0,S,10.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Night,Very Long,Fair,NJ,Street,137310,Union,Mar
2,43.339709,-124.198445,0.112,Pacific,44.0,85.0,29.87,10.0,S,13.0,0.08,False,False,False,False,False,False,False,False,True,False,False,Night,Very Long,Rain,OR,Highway,15997,Other,Jan
2,32.477148,-93.834524,0.056,Central,74.0,79.0,29.81,10.0,SE,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,LA,Highway,187540,Caddo,Oct
2,45.74789643265844,-119.11573290768094,4.1110000000000015,Pacific,22.0,89.0,29.3,1.0,W,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Snow,OR,Highway,2144,Umatilla,Feb
2,25.984644,-80.17466,0.496,Eastern,83.0,65.0,29.9,10.0,SSE,17.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,FL,Boulevard,1944404,Broward,Dec
2,28.542383,-81.44651999999998,0.037,Eastern,70.0,93.0,29.88,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,FL,Road,307785,Orange,Feb
2,41.78779721,-107.20374227,1.6909999999999998,Mountain,89.0,9.0,23.58,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,WY,Highway,8236,Carbon,Aug
4,39.24352800000001,-104.878026,0.144,Mountain,32.0,93.0,23.33,10.0,ENE,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,CO,Road,357990,Douglas,Nov
2,32.468747,-93.722109,0.118,Central,41.0,75.0,30.09,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,LA,Drive,187540,Caddo,Jan
2,39.68134000000001,-75.662316,0.265,Eastern,38.0,48.0,29.73,10.0,N,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,DE,Highway,30621,New Castle,Dec
2,36.177016,-95.862227,0.073,Central,70.0,51.0,29.34,10.0,S,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,OK,Street,413143,Tulsa,Sep
2,32.810379266582444,-97.31480240775434,1.834,Central,23.0,92.0,29.48,7.0,N,16.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,TX,Highway,918923,Tarrant,Feb
2,30.425187349174376,-91.1598837371294,0.598,Central,88.0,59.0,29.93,10.0,N,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,LA,Highway,226926,East Baton Rouge,Jul
2,39.254139,-94.692224,1.925,Central,29.0,82.0,29.31,9.0,N,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,MO,Other,507984,Other,Feb
2,42.53223300000001,-121.88608899999998,0.042,Pacific,49.0,43.0,26.04,8.0,NE,16.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,OR,Highway,762,Klamath,Sep
2,46.27062100000001,-112.254429,0.238,Mountain,21.0,57.0,25.81,10.0,W,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,MT,Street,12082,Jefferson,Dec
2,32.391584,-93.780502,0.04,Central,52.0,66.0,29.95,10.0,N,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,LA,Road,187540,Caddo,Jan
2,30.006848573541607,-90.27505516962871,0.818,Central,78.0,74.0,30.08,7.0,S,16.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,LA,Highway,66457,Jefferson,Feb
2,40.682334,-96.254872,2.951,Central,68.0,93.0,28.58,10.0,S,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,NE,Road,15912,Other,Sep
2,30.50745,-91.18593,0.117,Central,73.0,96.0,29.87,7.0,SW,9.0,0.03,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Rain,LA,Highway,226926,East Baton Rouge,Sep
2,48.63788008666688,-111.8620741362006,2.707,Mountain,54.0,17.0,25.89,10.0,WSW,51.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Windy,MT,Highway,3162,Other,Feb
2,34.521266,-111.512976,0.068,Mountain,72.0,8.0,24.77,10.0,WSW,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,AZ,Other,9680,Coconino,Apr
2,30.319937,-82.809759,5.415,Eastern,55.0,72.0,30.07,10.0,N,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,FL,Highway,6737,Other,Oct
2,32.404243,-93.852791,0.223,Central,88.0,59.0,29.79,10.0,NNW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,LA,Drive,187540,Caddo,Jul
2,37.69717097264434,-97.31626152945844,0.425,Central,42.0,55.0,28.54,10.0,SE,12.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Very Long,Fair,KS,Highway,397572,Sedgwick,Feb
2,35.377711,-103.400555,0.339,Mountain,67.0,73.0,25.85,8.0,N,24.0,0.01,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Storm,NM,Highway,8740,Other,Jun
2,28.228071000000003,-81.18373000000003,0.373,Eastern,76.0,91.0,29.74,10.0,NNW,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,FL,Highway,388661,Osceola,Sep
2,25.927547,-80.213876,0.8420000000000001,Eastern,73.0,81.0,30.07,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,FL,Other,442244,Miami-Dade,Apr
2,31.220837,-81.522832,0.9,Eastern,65.0,90.0,29.99,9.0,SSE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,GA,Other,15216,Other,Mar
2,33.428542,-112.059177,0.937,Mountain,71.0,39.0,28.7,10.0,ESE,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,AZ,Highway,1608415,Maricopa,Oct
2,32.488076,-93.76809,0.182,Central,47.0,74.0,30.26,10.0,ENE,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,LA,Avenue,187540,Caddo,Nov
2,32.501789,-93.734665,0.129,Central,60.0,51.0,29.54,10.0,NW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,LA,Street,187540,Caddo,Oct
2,32.459801,-93.794449,0.168,Central,64.0,80.0,29.54,10.0,NNW,24.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Windy,LA,Drive,187540,Caddo,Apr
2,34.784596,-112.45231,0.218,Mountain,51.0,8.0,25.15,10.0,VAR,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,AZ,Drive,236211,Yavapai,Jan
2,30.38381695732887,-91.56897425607886,3.923,Central,60.0,96.0,30.08,5.0,E,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,LA,Highway,30243,Iberville,Nov
4,32.785169,-96.780925,0.046,Central,84.0,63.0,29.48,10.0,E,5.0,0.0,False,False,True,False,False,False,False,False,False,False,False,Night,Very Long,Fair,TX,Street,1304345,Dallas,Jun
4,39.678755,-105.934019,0.841,Mountain,27.0,96.0,20.71,1.0,S,12.0,0.06,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Snow,CO,Highway,31292,Summit,Apr
2,30.293291,-89.746253,0.955,Central,59.0,36.0,30.07,10.0,SE,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,LA,Highway,28688,St. Tammany,Feb
2,36.148089,-95.850113,0.055,Central,41.0,55.0,29.51,10.0,S,15.0,0.0,False,False,True,False,False,False,False,True,False,False,False,Day,Very Long,Cloudy,OK,Street,413143,Tulsa,Jan
2,40.714386,-111.807873,1.034,Mountain,34.0,89.0,25.35,2.0,NW,14.0,0.02,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Snow,UT,Highway,199712,Salt Lake,Dec
2,45.185237,-120.695331,0.504,Pacific,41.0,76.0,29.77,9.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,OR,Lane,1866,Sherman,Dec
2,32.511645,-93.740018,0.33,Central,68.0,56.0,29.86,10.0,CALM,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Night,Very Long,Fair,LA,Highway,187540,Caddo,Oct
3,42.361111,-83.05438199999998,0.6700000166893005,Eastern,76.0,87.0,29.45,10.0,WSW,6.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Very Long,Fair,MI,Other,639471,Wayne,Jun
2,36.133526,-95.86246,0.116,Central,70.0,31.0,29.65,10.0,NNE,3.0,0.0,False,False,True,False,False,False,False,True,True,False,False,Day,Very Long,Fair,OK,Street,413143,Tulsa,Oct
2,41.22717,-95.95975,0.0,Central,81.0,56.0,29.06,10.0,SSE,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,NE,Highway,491875,Douglas,Jun
4,41.691061,-96.502361,9.907,Central,30.0,82.0,28.64,10.0,NW,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,NE,Highway,865,Other,Jan
2,30.438984,-91.189152,0.412,Central,42.0,49.0,30.1,10.0,NW,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,LA,Highway,226926,East Baton Rouge,Dec
2,34.311871999999994,-117.474747,0.055,Pacific,47.0,74.0,28.6,10.0,SW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,CA,Other,222100,San Bernardino,Jan
2,34.143792,-80.83544,0.019,Eastern,82.0,74.0,29.78,10.0,VAR,7.0,0.0,False,False,True,False,False,False,True,False,False,False,False,Day,Very Long,Cloudy,SC,Road,416146,Richland,Aug
2,36.10443400000001,-95.761694,0.122,Central,89.0,59.0,29.15,10.0,S,20.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Day,Very Long,Cloudy,OK,Avenue,113577,Tulsa,Jun
3,40.82164,-95.807564,1.75,Central,89.0,55.0,28.77,10.0,SSE,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,IA,Street,164,Fremont,Jul
2,26.039754,-80.214089,1.63,Eastern,50.0,59.0,30.21,10.0,NW,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,FL,Other,153048,Broward,Dec
2,32.424706,-93.702042,0.148,Central,76.0,70.0,29.68,10.0,SE,17.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,LA,Drive,187540,Caddo,Apr
2,36.166164,-95.877728,0.125,Central,80.0,76.0,29.37,10.0,VAR,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,OK,Street,413143,Tulsa,Aug
2,46.937822,-122.541717,0.017,Pacific,57.0,44.0,29.75,10.0,W,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,WA,Road,822,Pierce,Apr
2,32.481514000000004,-93.750303,0.255,Central,63.0,28.0,30.04,10.0,NNW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Very Long,Fair,LA,Highway,187540,Caddo,Jan
2,32.478786,-93.736008,0.0819999999999999,Central,66.0,47.0,29.66,10.0,N,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,LA,Avenue,187540,Caddo,Apr
3,47.085079,-119.860031,2.289999961853028,Pacific,53.0,48.0,28.73,10.0,NNW,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,WA,Highway,7545,Grant,May
2,32.356324,-93.751654,0.399,Central,78.0,50.0,29.9,10.0,S,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,LA,Other,187540,Caddo,Mar
2,40.572,-111.77329,0.028,Mountain,25.0,88.0,25.7,1.0,SE,14.0,0.03,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Snow,UT,Road,97278,Salt Lake,Feb
2,30.427504,-91.169368,0.182,Central,60.0,93.0,29.89,5.0,ENE,10.0,0.01,False,False,False,False,True,False,False,False,False,False,False,Night,Very Long,Rain,LA,Highway,226926,East Baton Rouge,Nov
2,34.887856,-82.40538000000002,0.078,Eastern,42.0,67.0,29.14,10.0,CALM,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Night,Very Long,Fair,SC,Highway,71110,Greenville,Jan
2,30.316053000000004,-91.82653,6.162999999999999,Central,72.0,87.0,29.98,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,LA,Highway,7505,St. Martin,Oct
2,30.46046376213808,-89.69737172083998,5.0680000000000005,Central,76.0,87.0,29.94,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,LA,Highway,264573,St Tammany,Oct
4,34.505125,-110.186623,2.5,Mountain,72.0,50.0,23.88,10.0,SSW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,AZ,Other,11735,Navajo,Aug
2,35.046195000000004,-114.589489,0.119,Mountain,99.0,27.0,29.06,10.0,N,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,AZ,Highway,41352,Mohave,Aug
2,30.218528000000006,-89.78712900000002,5.863,Central,70.0,90.0,29.9,10.0,NNE,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,LA,Highway,28688,St. Tammany,Nov
2,47.04887509323574,-104.39838767001916,4.783,Mountain,25.0,85.0,27.44,10.0,SW,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,MT,Highway,4877,Other,Apr
2,36.191453,-95.984436,0.03,Central,103.0,32.0,29.13,10.0,SSW,13.0,0.0,True,False,True,False,False,False,False,False,True,False,False,Day,Very Long,Cloudy,OK,Street,413143,Tulsa,Jul
2,32.493363,-93.751747,0.039,Central,80.0,71.0,29.97,10.0,NE,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,LA,Avenue,187540,Caddo,Jun
2,32.682507,-117.109521,0.015,Pacific,57.0,72.0,30.09,10.0,NNE,3.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Night,Very Long,Fair,CA,Street,58722,San Diego,Nov
2,30.0677025316712,-90.39013266520313,4.043,Central,61.0,93.0,30.19,10.0,ESE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,LA,Highway,52548,St. Charles,Nov
2,45.91468691803972,-112.28852391189436,3.221,Mountain,10.0,76.0,24.21,1.0,N,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Snow,MT,Highway,12082,Jefferson,Feb
4,45.242482,-122.327699,3.158,Pacific,70.0,59.0,29.89,0.25,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Smoke,OR,Highway,4421,Clackamas,Sep
2,29.950624,-90.085175,0.004,Pacific,78.0,98.0,29.78,3.0,E,7.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Night,Very Long,Rain,LA,Other,384130,Orleans,Sep
2,25.948575,-80.205483,0.412,Eastern,75.0,73.0,30.13,10.0,VAR,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,FL,Avenue,442244,Miami-Dade,Jan
2,33.76520900000001,-84.493914,1.227,Eastern,63.0,100.0,29.01,6.0,CALM,0.0,0.05,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Rain,GA,Other,498792,Fulton,Oct
2,33.809709000000005,-84.250799,0.5770000000000001,Eastern,62.0,56.0,29.0,10.0,SSE,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,GA,Other,14756,DeKalb,Apr
2,30.391249,-89.999616,0.483,Central,78.0,93.0,29.9,10.0,E,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,LA,Highway,12832,St. Tammany,Oct
2,43.080749,-121.825878,15.782,Pacific,59.0,29.0,26.54,5.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,OR,Highway,69412,Klamath,Sep
2,39.249242,-75.58726300000002,0.079,Eastern,49.0,62.0,30.2,10.0,NE,10.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Very Long,Cloudy,DE,Boulevard,181844,Kent,Nov
2,33.874989,-111.460798,0.1,Mountain,68.0,42.0,28.64,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,AZ,Highway,4425315,Maricopa,Nov
2,34.437927,-84.720412,0.03,Eastern,33.0,54.0,28.97,10.0,NW,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,GA,Highway,772,Other,Nov
2,25.808224,-80.313148,0.135,Eastern,76.0,71.0,30.06,10.0,ENE,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,FL,Avenue,442244,Miami-Dade,May
2,36.207863,-95.899658,0.176,Central,43.0,35.0,29.77,10.0,N,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,OK,Road,413143,Tulsa,Dec
2,39.783118,-75.473129,0.79,Eastern,44.0,55.0,30.01,10.0,SSW,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,DE,Highway,70889,New Castle,Dec
2,32.432029,-93.750259,0.125,Central,88.0,46.0,29.89,10.0,VAR,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,LA,Avenue,187540,Caddo,Aug
2,40.829929,-73.849142,4.56,Eastern,59.0,51.0,29.83,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,NY,Other,1472645,Bronx,Apr
2,25.928261,-80.194304,0.726,Eastern,77.0,52.0,30.17,10.0,NE,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,FL,Avenue,442244,Miami-Dade,Dec
2,32.343044,-93.88898,0.4,Central,37.0,89.0,29.97,10.0,WSW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,LA,Drive,237823,Caddo,Dec
2,39.76569056,-75.54592967,1.358,Eastern,48.0,39.0,30.27,10.0,NW,21.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Windy,DE,Highway,70889,New Castle,Nov
2,32.51308,-93.75542,0.048,Central,73.0,29.0,29.9,10.0,NNW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,LA,Street,187540,Caddo,Oct
2,32.411662,-93.691628,0.027,Central,78.0,82.0,29.83,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Rain,LA,Highway,187540,Caddo,Jun
